"Colony","ObsRef","ObsDate","ObsTime","Loser","Winner","Context","NBCall","ObsType","SexWinner","SexLoser","InterractionType"
"DaVinci",10740,2017-03-20,"09:46:45","DVM005","FAM003",3,7,"Focal","M","M","Male"
"DaVinci",10740,2017-03-20,"09:46:45","DVM005","FAM003",3,3,"Focal","M","M","Male"
"DaVinci",10740,2017-03-20,"09:46:45","DVM005","DVM010",2,1,"Focal","M","M","Male"
"DaVinci",10740,2017-03-20,"09:46:45","DVM005","FAM003",3,6,"Focal","M","M","Male"
"DaVinci",10741,2017-03-20,"10:29:41","DVF019","FAM003",3,12,"Focal","M","F","Mixed"
"DaVinci",10741,2017-03-20,"10:29:41","DVF011","FAM003",3,9,"Focal","M","F","Mixed"
"DaVinci",10741,2017-03-20,"10:29:41","DVF011","FAM003",0,4,"Focal","M","F","Mixed"
"DaVinci",10741,2017-03-20,"10:29:41","FAM003","DVF007",3,4,"Focal","F","M","Mixed"
"DaVinci",10741,2017-03-20,"10:29:41","FAM003","DVF008",3,10,"Focal","F","M","Mixed"
"DaVinci",10741,2017-03-20,"10:29:41","DVF019","FAM003",3,4,"Focal","M","F","Mixed"
"DaVinci",10742,2017-03-20,"11:31:38","DVM005","DVM006",1,6,"Focal","M","M","Male"
"DaVinci",10742,2017-03-20,"11:31:38","DVM005","DVM006",0,1,"Focal","M","M","Male"
"DaVinci",10742,2017-03-20,"11:31:38","DVM005","DVM006",1,6,"Focal","M","M","Male"
"DaVinci",10742,2017-03-20,"11:31:38","DVM005","DVM006",2,7,"Focal","M","M","Male"
"DaVinci",10743,2017-03-21,"17:20:11","DVF013","WAF002",1,8,"Focal","F","F","Female"
"DaVinci",10743,2017-03-21,"17:20:11","DVF013","DVM005",1,4,"Focal","M","F","Mixed"
"DaVinci",10743,2017-03-21,"17:20:11","DVF013","DVF008",3,2,"Focal","F","F","Female"
"DaVinci",10743,2017-03-21,"17:20:11","DVM021","DVF013",2,3,"Focal","F","F","Female"
"DaVinci",10743,2017-03-21,"17:20:11","DVF013","DVF008",1,9,"Focal","F","F","Female"
"DaVinci",10746,2017-03-23,"08:58:22","DVF011","DVM012",2,3,"Focal","M","F","Mixed"
"Bshary",10751,2017-03-07,"15:45:30","SAF016","MOF002",3,1,"Focal","F","F","Female"
"Bshary",10751,2017-03-07,"15:45:30","SAF016","Z4M001",3,3,"Focal","M","F","Mixed"
"Bshary",10751,2017-03-07,"15:45:30","SAF016","MOF002",3,1,"Focal","F","F","Female"
"Bshary",10752,2017-03-07,"16:29:54","SAF016","MOF003",3,15,"Focal","F","F","Female"
"Bshary",10752,2017-03-07,"16:29:54","SAF016","MOF003",3,4,"Focal","F","F","Female"
"Bshary",10752,2017-03-07,"16:29:54","SAF016","MOF003",0,4,"Focal","F","F","Female"
"Bshary",10752,2017-03-07,"16:29:54","SAF016","MOF003",1,2,"Focal","F","F","Female"
"Bshary",10752,2017-03-07,"16:29:54","SAF016","MOF003",2,12,"Focal","F","F","Female"
"Bshary",10753,2017-03-07,"16:29:54","SAF016","MOF003",1,2,"Focal","F","F","Female"
"Bshary",10753,2017-03-07,"16:29:54","SAF016","MOF003",2,12,"Focal","F","F","Female"
"Bshary",10753,2017-03-07,"16:29:54","SAF016","MOF003",3,15,"Focal","F","F","Female"
"Bshary",10753,2017-03-07,"16:29:54","SAF016","MOF003",3,4,"Focal","F","F","Female"
"Bshary",10753,2017-03-07,"16:29:54","SAF016","MOF003",0,4,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF002",1,4,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF002",2,5,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF002",2,15,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF002",2,14,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","L4F001",3,3,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","Z4M001",1,2,"Focal","M","F","Mixed"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF002",2,3,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF003",1,5,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","L4F001",2,2,"Focal","F","F","Female"
"Bshary",10754,2017-03-11,"07:47:19","SAF016","MOF002",2,8,"Focal","F","F","Female"
"Bshary",10760,2017-03-11,"11:00:10","SAF016","MOF003",3,6,"Focal","F","F","Female"
"Bshary",10761,2017-03-11,"15:22:11","MOF003","SAF016",1,3,"Focal","F","F","Female"
"Bshary",10761,2017-03-11,"15:22:11","SAF016","MOF002",3,2,"Focal","F","F","Female"
"Bshary",10761,2017-03-11,"15:22:11","SAF016","MOF002",1,3,"Focal","F","F","Female"
"Bshary",10762,2017-03-11,"16:07:41","MOF003","MOF002",2,2,"Focal","F","F","Female"
"Curie",10765,2017-03-27,"09:24:32","Z3M040","CUM005",1,8,"Focal","M","M","Male"
"Curie",10766,2017-03-28,"07:24:42","TSF034","CUF006",2,4,"Focal","F","F","Female"
"Curie",10770,2017-03-31,"07:22:24","TSF034","CUM014",2,1,"Focal","M","F","Mixed"
"Moniz",10772,2017-03-27,"10:18:42","G11M033","SAM015",3,2,"Focal","M","M","Male"
"Moniz",10772,2017-03-27,"10:18:42","VIF006","SAM015",3,6,"Focal","M","F","Mixed"
"Moniz",10772,2017-03-27,"10:18:42","MEF018","SAM015",3,8,"Focal","M","F","Mixed"
"Moniz",10773,2017-03-29,"18:02:05","MEF018","SAM015",1,3,"Focal","M","F","Mixed"
"Moniz",10773,2017-03-29,"18:02:05","SAM015","MOM001",3,4,"Focal","M","M","Male"
"Moniz",10773,2017-03-29,"18:02:05","MEF018","SAM015",1,7,"Focal","M","F","Mixed"
"Moniz",10773,2017-03-29,"18:02:05","SAM015","MOM001",0,4,"Focal","M","M","Male"
"Moniz",10773,2017-03-29,"18:02:05","VIF006","SAM015",3,8,"Focal","M","F","Mixed"
"Moniz",10773,2017-03-29,"18:02:05","MOF006","SAM015",1,7,"Focal","M","F","Mixed"
"Rappaz",10777,2017-03-30,"08:19:47","TSF023","RAF006",3,34,"Focal","F","F","Female"
"Rappaz",10777,2017-03-30,"08:19:47","TSF023","RAM004",2,3,"Focal","M","F","Mixed"
"Rappaz",10777,2017-03-30,"08:19:47","RAM011","TSF023",3,16,"Focal","F","M","Mixed"
"Rappaz",10780,2017-04-01,"09:48:14","TSF023","NAM001",3,4,"Focal","M","F","Mixed"
"Gombe",10785,2017-04-10,"11:05:43","TIM013","WAM021",3,1,"Focal","M","M","Male"
"Gombe",10785,2017-04-10,"11:05:43","TIM013","WAM021",3,1,"Focal","M","M","Male"
"Gombe",10785,2017-04-10,"11:05:43","TIM013","WAM021",3,1,"Focal","M","M","Male"
"Gombe",10785,2017-04-10,"11:05:43","TIM013","NOF009",3,3,"Focal","F","M","Mixed"
"Gombe",10785,2017-04-10,"11:05:43","TIM013","WAM021",3,2,"Focal","M","M","Male"
"Gombe",10787,2017-04-10,"15:40:17","TIM013","NOF009",3,9,"Focal","F","M","Mixed"
"Gombe",10787,2017-04-10,"15:40:17","TIM013","NOF009",3,3,"Focal","F","M","Mixed"
"Gombe",10787,2017-04-10,"15:40:17","TIM013","NOF009",1,6,"Focal","F","M","Mixed"
"Gombe",10787,2017-04-10,"15:40:17","TIM013","NOF009",0,5,"Focal","F","M","Mixed"
"Gombe",10789,2017-04-10,"16:43:20","TIM013","DAM002",1,3,"Focal","M","M","Male"
"Gombe",10789,2017-04-10,"16:43:20","TIM013","NOF009",1,4,"Focal","F","M","Mixed"
"Gombe",10790,2017-04-10,"17:19:54","TIM013","WAM021",3,2,"Focal","M","M","Male"
"Gombe",10790,2017-04-10,"17:19:54","TIM013","DAM002",3,5,"Focal","M","M","Male"
"Tinbergen",10792,2017-03-25,"16:57:54","GMF002","F4M001",1,6,"Focal","M","F","Mixed"
"Tinbergen",10792,2017-03-25,"16:57:54","GMF002","F4M001",1,2,"Focal","M","F","Mixed"
"Tinbergen",10792,2017-03-25,"16:57:54","GMF002","F4M001",1,8,"Focal","M","F","Mixed"
"Tinbergen",10792,2017-03-25,"16:57:54","GMF002","F4M001",1,12,"Focal","M","F","Mixed"
"Tinbergen",10792,2017-03-25,"16:57:54","GMF002","F4M001",1,6,"Focal","M","F","Mixed"
"Tinbergen",10793,2017-03-31,"07:43:59","GMF002","TIM012",2,9,"Focal","M","F","Mixed"
"Tinbergen",10793,2017-03-31,"07:43:59","GMF002","TIF008",3,4,"Focal","F","F","Female"
"Tinbergen",10793,2017-03-31,"07:43:59","GMF002","TIM012",3,1,"Focal","M","F","Mixed"
"Gemsbok 3",10797,2016-11-16,"16:52:11","G3F013","G3F002",2,1,"Focal","F","F","Female"
"Gemsbok 3",10797,2016-11-16,"16:52:11","G3F013","G3F002",3,16,"Focal","F","F","Female"
"Gemsbok 3",10797,2016-11-16,"16:52:11","G3F008","G3F002",2,13,"Focal","F","F","Female"
"Gemsbok 3",10797,2016-11-16,"16:52:11","G3F013","G3F002",1,2,"Focal","F","F","Female"
"Gemsbok 3",10798,2016-11-21,"08:09:57","G3F013","G3F002",3,7,"Focal","F","F","Female"
"Gemsbok 3",10798,2016-11-21,"08:09:57","G3F013","G3F002",1,4,"Focal","F","F","Female"
"Gemsbok 3",10798,2016-11-21,"08:09:57","G3F013","G3F002",1,54,"Focal","F","F","Female"
"Gemsbok 3",10800,2016-11-21,"16:51:54","G3M022","G3F002",1,7,"Focal","F","M","Mixed"
"Gemsbok 3",10800,2016-11-21,"16:51:54","G3F008","G3F002",2,9,"Focal","F","F","Female"
"Gemsbok 3",10800,2016-11-21,"16:51:54","G3F008","G3F002",2,28,"Focal","F","F","Female"
"Gemsbok 3",10801,2016-11-29,"11:16:29","G3F011","G3F002",3,56,"Focal","F","F","Female"
"Gemsbok 3",10801,2016-11-29,"11:16:29","G3F011","G3F002",1,34,"Focal","F","F","Female"
"Gemsbok 3",10802,2016-11-29,"11:31:14","G3F013","G3F002",0,8,"Focal","F","F","Female"
"Gemsbok 3",10803,2016-11-29,"16:10:35","G3F011","G3F002",3,25,"Focal","F","F","Female"
"Gemsbok 3",10803,2016-11-29,"16:10:35","G3F008","G3F002",1,14,"Focal","F","F","Female"
"Gemsbok 3",10803,2016-11-29,"16:10:35","G3F011","G3F002",2,8,"Focal","F","F","Female"
"Gemsbok 3",10803,2016-11-29,"16:10:35","G3F008","G3F002",1,19,"Focal","F","F","Female"
"Gemsbok 3",10804,2016-12-09,"11:37:07","G3F008","G3F002",1,11,"Focal","F","F","Female"
"Gemsbok 3",10804,2016-12-09,"11:37:07","G3M015","G3F002",2,6,"Focal","F","M","Mixed"
"Gemsbok 3",10805,2016-12-09,"15:31:56","G3F011","G3F002",3,6,"Focal","F","F","Female"
"Gemsbok 3",10805,2016-12-09,"15:31:56","G3F011","G3F002",3,1,"Focal","F","F","Female"
"Gemsbok 3",10805,2016-12-09,"15:31:56","G3F011","G3F002",3,9,"Focal","F","F","Female"
"Gemsbok 3",10805,2016-12-09,"15:31:56","G3F011","G3F002",3,15,"Focal","F","F","Female"
"Gemsbok 3",10805,2016-12-09,"15:31:56","G3F011","G3F002",3,2,"Focal","F","F","Female"
"Gemsbok 3",10805,2016-12-09,"15:31:56","G3F011","G3F002",3,10,"Focal","F","F","Female"
"Gemsbok 3",10806,2016-12-09,"17:02:02","G3F011","G3F002",2,4,"Focal","F","F","Female"
"Gemsbok 3",10806,2016-12-09,"17:02:02","G3F008","G3F002",2,4,"Focal","F","F","Female"
"Gemsbok 3",10807,2016-12-14,"10:58:13","G3F011","G3F002",3,26,"Focal","F","F","Female"
"Gemsbok 3",10807,2016-12-14,"10:58:13","G3F011","G3F002",3,81,"Focal","F","F","Female"
"Gemsbok 3",10807,2016-12-14,"10:58:13","G3F011","G3F002",3,5,"Focal","F","F","Female"
"Gemsbok 3",10809,2016-12-19,"10:24:39","G3F013","G3F002",3,8,"Focal","F","F","Female"
"Gemsbok 3",10809,2016-12-19,"10:24:39","G3F011","G3F002",2,23,"Focal","F","F","Female"
"Gemsbok 3",10809,2016-12-19,"10:24:39","G3F011","G3F002",2,8,"Focal","F","F","Female"
"Gemsbok 3",10809,2016-12-19,"10:24:39","G3F011","G3F002",1,18,"Focal","F","F","Female"
"Gemsbok 3",10809,2016-12-19,"10:24:39","G3F013","G3F002",3,2,"Focal","F","F","Female"
"Gemsbok 3",10809,2016-12-19,"10:24:39","G3F011","G3F002",3,8,"Focal","F","F","Female"
"Gemsbok 3",10810,2016-12-19,"12:09:34","G3F002","G3M020",2,2,"Focal","M","F","Mixed"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F013","G3F002",2,2,"Focal","F","F","Female"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F011","G3F002",3,19,"Focal","F","F","Female"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F011","G3F002",1,2,"Focal","F","F","Female"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F011","G3F002",2,3,"Focal","F","F","Female"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F011","G3F002",3,10,"Focal","F","F","Female"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F011","G3F002",3,3,"Focal","F","F","Female"
"Gemsbok 3",10811,2017-03-28,"11:24:48","G3F013","G3F002",2,2,"Focal","F","F","Female"
"Gemsbok 3",10813,2017-03-28,"16:58:41","G3F008","G3F002",2,2,"Focal","F","F","Female"
"Gemsbok 3",10813,2017-03-28,"16:58:41","G3M024","G3F002",3,2,"Focal","F","M","Mixed"
"Gemsbok 3",10816,2017-04-03,"11:24:28","G3F011","G3F002",3,54,"Focal","F","F","Female"
"Gemsbok 3",10816,2017-04-03,"11:24:28","G3F011","G3F002",3,2,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F008","G3F002",3,2,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F013","G3F002",1,5,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",1,19,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,13,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,9,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,3,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,25,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,2,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,5,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,31,"Focal","F","F","Female"
"Gemsbok 3",10817,2017-04-03,"13:06:34","G3F011","G3F002",3,2,"Focal","F","F","Female"
"Gemsbok 3",10819,2017-04-08,"08:53:46","G3F008","G3F002",1,10,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F011","G3F002",3,5,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F011","G3F002",1,3,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F011","G3F002",3,27,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F011","G3F002",3,15,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F011","G3F002",3,47,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F013","G3F002",3,3,"Focal","F","F","Female"
"Gemsbok 3",10823,2017-04-08,"12:02:22","G3F013","G3F002",3,4,"Focal","F","F","Female"
"Gemsbok 3",10824,2017-04-08,"17:00:07","G3F008","G3F002",3,61,"Focal","F","F","Female"
"Gemsbok 3",10825,2017-04-08,"18:38:36","G3M020","G3F002",2,5,"Focal","F","M","Mixed"
"Gemsbok 3",10825,2017-04-08,"18:38:36","G3F019","G3F002",2,3,"Focal","F","F","Female"
"Gemsbok 3",10825,2017-04-08,"18:38:36","G3F011","G3F002",3,20,"Focal","F","F","Female"
"Gemsbok 3",10825,2017-04-08,"18:38:36","G3F008","G3F002",2,10,"Focal","F","F","Female"
"Gemsbok 3",10826,2017-04-13,"08:15:09","G3F011","G3F002",3,5,"Focal","F","F","Female"
"Nakuru",10830,2017-04-06,"08:40:55","TSM022","Z1F025",3,6,"Focal","F","M","Mixed"
"Nakuru",10831,2017-04-07,"09:22:42","NAF003","TSM022",3,9,"Focal","M","F","Mixed"
"Nakuru",10831,2017-04-07,"09:22:42","RAM009","TSM022",2,7,"Focal","M","M","Male"
"Nakuru",10831,2017-04-07,"09:22:42","RAM009","TSM022",3,13,"Focal","M","M","Male"
"Nakuru",10831,2017-04-07,"09:22:42","NAF003","TSM022",3,3,"Focal","M","F","Mixed"
"Nakuru",10831,2017-04-07,"09:22:42","RAM009","TSM022",1,17,"Focal","M","M","Male"
"Nakuru",10831,2017-04-07,"09:22:42","RAM009","TSM022",3,2,"Focal","M","M","Male"
"Nakuru",10831,2017-04-07,"09:22:42","NAF003","TSM022",3,18,"Focal","M","F","Mixed"
"Nakuru",10831,2017-04-07,"09:22:42","RAM009","TSM022",3,1,"Focal","M","M","Male"
"Nakuru",10831,2017-04-07,"09:22:42","RAM009","TSM022",3,8,"Focal","M","M","Male"
"Nakuru",10832,2017-04-07,"16:45:54","RAM009","TSM022",3,21,"Focal","M","M","Male"
"Nakuru",10832,2017-04-07,"16:45:54","TSM022","RAM009",2,1,"Focal","M","M","Male"
"Nakuru",10832,2017-04-07,"16:45:54","TSM022","RAM009",3,9,"Focal","M","M","Male"
"Nakuru",10832,2017-04-07,"16:45:54","RAM009","TSM022",3,2,"Focal","M","M","Male"
"Nakuru",10833,2017-04-07,"17:28:17","RAM010","TSM022",3,1,"Focal","M","M","Male"
"Nakuru",10833,2017-04-07,"17:28:17","RAM010","TSM022",3,3,"Focal","M","M","Male"
"Nakuru",10833,2017-04-07,"17:28:17","RAM010","TSM022",3,4,"Focal","M","M","Male"
"Nakuru",10833,2017-04-07,"17:28:17","TSM022","RAM010",2,2,"Focal","M","M","Male"
"Nakuru",10837,2017-04-10,"08:41:01","RAM010","TSM022",2,9,"Focal","M","M","Male"
"Nakuru",10839,2017-04-11,"08:55:47","RAM009","Z1F025",3,9,"Focal","F","M","Mixed"
"Nakuru",10840,2017-04-11,"17:06:32","G4M017","RAM009",2,2,"Focal","M","M","Male"
"Curie",10842,2017-03-27,"09:24:32","Z3M040","CUM005",1,8,"Focal","M","M","Male"
"Curie",10843,2017-03-28,"07:24:42","TSF034","CUF006",2,4,"Focal","F","F","Female"
"Curie",10847,2017-03-31,"07:22:24","TSF034","CUM014",2,1,"Focal","M","F","Mixed"
"Gemsbok 10",10865,2016-11-03,"11:54:08","G10F011","G10F009",3,19,"Focal","F","F","Female"
"Gemsbok 10",10865,2016-11-03,"11:54:08","G10F015","G10F009",3,7,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",3,9,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",3,4,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10M035","G10F009",2,1,"Focal","F","M","Mixed"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",3,5,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",3,13,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",0,2,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",1,10,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F026","G10F009",0,22,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10M012","G10F009",3,6,"Focal","F","M","Mixed"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",1,14,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10F011","G10F009",3,5,"Focal","F","F","Female"
"Gemsbok 10",10871,2016-11-12,"10:07:45","G10M035","G10F009",3,2,"Focal","F","M","Mixed"
"Gemsbok 10",10872,2016-11-19,"07:35:28","G10F023","G10F009",3,22,"Focal","F","F","Female"
"Gemsbok 10",10872,2016-11-19,"07:35:28","G10F023","G10F009",1,1,"Focal","F","F","Female"
"Gemsbok 10",10872,2016-11-19,"07:35:28","G10F023","G10F009",3,14,"Focal","F","F","Female"
"Gemsbok 10",10872,2016-11-19,"07:35:28","G10F011","G10F009",3,14,"Focal","F","F","Female"
"Gemsbok 10",10873,2016-11-19,"09:06:32","G10F011","G10F009",3,1,"Focal","F","F","Female"
"Gemsbok 10",10874,2016-11-19,"11:38:27","G10F023","G10F009",3,4,"Focal","F","F","Female"
"Gemsbok 10",10874,2016-11-19,"11:38:27","G10F023","G10F009",1,3,"Focal","F","F","Female"
"Gemsbok 10",10874,2016-11-19,"11:38:27","G10F023","G10F009",1,4,"Focal","F","F","Female"
"Gemsbok 10",10874,2016-11-19,"11:38:27","G10M002","G10F009",2,4,"Focal","F","M","Mixed"
"Gemsbok 10",10875,2016-11-19,"15:05:10","G10F011","G10F009",3,13,"Focal","F","F","Female"
"Gemsbok 10",10876,2016-11-24,"09:24:35","G10M006","G10F009",3,2,"Focal","F","M","Mixed"
"Gemsbok 10",10876,2016-11-24,"09:24:35","G10F023","G10F009",1,3,"Focal","F","F","Female"
"Gemsbok 10",10876,2016-11-24,"09:24:35","G10F011","G10F009",3,13,"Focal","F","F","Female"
"Gemsbok 10",10877,2016-11-24,"11:32:20","G10F011","G10F009",3,16,"Focal","F","F","Female"
"Gemsbok 10",10877,2016-11-24,"11:32:20","G10F011","G10F009",3,6,"Focal","F","F","Female"
"Gemsbok 10",10877,2016-11-24,"11:32:20","G10M012","G10F009",2,6,"Focal","F","M","Mixed"
"Gemsbok 10",10877,2016-11-24,"11:32:20","G10M037","G10F009",1,4,"Focal","F","M","Mixed"
"Gemsbok 10",10877,2016-11-24,"11:32:20","G10F011","G10F009",3,45,"Focal","F","F","Female"
"Gemsbok 10",10877,2016-11-24,"11:32:20","G10M021","G10F009",2,15,"Focal","F","M","Mixed"
"Gemsbok 10",10878,2016-11-29,"09:00:02","G10F011","G10F009",3,5,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F026","G10F009",2,3,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F015","G10F009",3,9,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F026","G10F009",3,5,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F011","G10F009",1,3,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F011","G10F009",1,5,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F011","G10F009",3,5,"Focal","F","F","Female"
"Gemsbok 10",10880,2016-11-29,"10:24:27","G10F011","G10F009",1,1,"Focal","F","F","Female"
"Gemsbok 10",10881,2016-11-29,"12:01:30","G10M003","G10F009",2,6,"Focal","F","M","Mixed"
"Gemsbok 10",10882,2016-11-29,"16:44:27","G10F009","G10M006",2,4,"Focal","M","F","Mixed"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10F026","G10F009",3,8,"Focal","F","F","Female"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10F011","G10F009",3,4,"Focal","F","F","Female"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10F011","G10F009",1,7,"Focal","F","F","Female"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10F026","G10F009",3,8,"Focal","F","F","Female"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10F011","G10F009",1,10,"Focal","F","F","Female"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10F026","G10F009",3,3,"Focal","F","F","Female"
"Gemsbok 10",10883,2016-12-09,"07:39:16","G10M037","G10F009",3,3,"Focal","F","M","Mixed"
"Gemsbok 10",10886,2016-12-14,"10:13:37","G10F023","G10F009",1,8,"Focal","F","F","Female"
"Gemsbok 10",10886,2016-12-14,"10:13:37","G10M045","G10F009",0,7,"Focal","F","M","Mixed"
"Gemsbok 10",10886,2016-12-14,"10:13:37","G10F026","G10F009",3,1,"Focal","F","F","Female"
"Gemsbok 10",10886,2016-12-14,"10:13:37","G10F023","G10F009",1,13,"Focal","F","F","Female"
"Gemsbok 10",10887,2016-12-14,"15:42:29","G10M037","G10F009",3,10,"Focal","F","M","Mixed"
"Galileo",10891,2017-03-04,"08:04:44","GAF008","Z3F021",1,5,"Focal","F","F","Female"
"Galileo",10891,2017-03-04,"08:04:44","GAF008","Z3F021",3,5,"Focal","F","F","Female"
"Galileo",10891,2017-03-04,"08:04:44","GAF008","GAF004",3,6,"Focal","F","F","Female"
"Galileo",10891,2017-03-04,"08:04:44","GAF008","Z3F021",3,1,"Focal","F","F","Female"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,8,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,6,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,1,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,3,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,3,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,1,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",2,2,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,7,"Focal","M","M","Male"
"Galileo",10892,2017-03-04,"11:16:54","GAM006","F2M006",3,1,"Focal","M","M","Male"
"Mandela",10905,2016-11-21,"08:38:46","CRM015","L2F011",1,1,"Focal","F","M","Mixed"
"Mandela",10906,2016-11-26,"10:31:59","MAF008","L2F011",3,7,"Focal","F","F","Female"
"Mandela",10908,2016-12-15,"09:49:21","MAF013","CRM015",2,22,"Focal","M","F","Mixed"
"Mandela",10908,2016-12-15,"09:49:21","MAF013","CRM015",2,5,"Focal","M","F","Mixed"
"Mandela",10908,2016-12-15,"09:49:21","MAF013","CRM015",3,1,"Focal","M","F","Mixed"
"Mandela",10908,2016-12-15,"09:49:21","MAF013","CRM015",1,3,"Focal","M","F","Mixed"
"Mandela",10908,2016-12-15,"09:49:21","MAF013","CRM015",3,2,"Focal","M","F","Mixed"
"Mandela",10909,2017-01-09,"10:56:54","MAF013","JA5M003",2,24,"Focal","M","F","Mixed"
"Mandela",10911,2017-04-02,"11:51:15","MAF013","MAF008",2,6,"Focal","F","F","Female"
"Mandela",10911,2017-04-02,"11:51:15","MAF013","CRM015",3,6,"Focal","M","F","Mixed"
"Mandela",10911,2017-04-02,"11:51:15","MAF013","CRM015",3,2,"Focal","M","F","Mixed"
"Mandela",10911,2017-04-02,"11:51:15","MAF013","CRM015",3,1,"Focal","M","F","Mixed"
"Mandela",10911,2017-04-02,"11:51:15","MAF013","MAF008",1,2,"Focal","F","F","Female"
"Mandela",10911,2017-04-02,"11:51:15","MAF013","JA5M003",3,3,"Focal","M","F","Mixed"
