"Colony","ObsRef","ObsDate","ObsTime","Loser","Winner","Context","NBCall","ObsType","SexWinner","SexLoser","InterractionType"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4M001",1,2,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F002","G4F003",1,20,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F003",3,10,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F002","G4M001",3,15,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F002",1,4,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F002","G4M001",3,4,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F002","G4M001",1,25,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F002","G4M007",1,5,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4M001",3,2,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4M001",3,15,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",1,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",1,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",3,5,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",3,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F003",1,3,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F003",3,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,15,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F002",3,30,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",2,15,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F002",3,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F004",3,6,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",1,25,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F002","G4F003",3,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",3,15,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F003",3,3,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F002",3,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F004",2,25,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F004",3,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4M007","G4F003",3,3,"Scan","F","M","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,10,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M001",3,4,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",3,10,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4M007","G4F003",3,5,"Scan","F","M","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F003",3,10,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",1,6,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",3,10,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F004",1,10,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",3,2,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4M007","G4F003",3,3,"Scan","F","M","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,12,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F002",3,2,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4M001",2,4,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F003","G4F002",3,10,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",3,2,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F006",1,15,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F006","G4F004",3,3,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4M007","G4F003",3,5,"Scan","F","M","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",3,2,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4F002",1,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,5,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F016","G4M007",3,10,"Scan","M","F","Mixed"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,7,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,15,"Scan","F","F","Female"
"Gemsbok 4",5,2014-04-11,"13:49:37","G4F004","G4F003",1,15,"Scan","F","F","Female"
"Zunki 2",10,2013-12-06,"07:59:42","Z2M003","Z2M005",3,1,"Scan","M","M","Male"
"Zunki 2",10,2013-12-06,"07:59:42","Z2M005","Z2M004",1,2,"Scan","M","M","Male"
"Zunki 2",10,2013-12-06,"07:59:42","Z2F006","Z2M004",1,1,"Scan","M","F","Mixed"
"Zunki 2",10,2013-12-06,"07:59:42","Z2M005","Z2M004",1,3,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M012",4,7,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11M008",1,2,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",1,20,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",1,15,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M012",1,5,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,8,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",4,5,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",2,5,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M004",1,8,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",1,22,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",1,8,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",4,3,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F010","G11F011",2,3,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M008",1,20,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F011",2,15,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F010","G11F007",4,14,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M008",1,2,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",4,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",2,20,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11M008",1,1,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11M008",1,10,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F010","G11F011",4,1,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",4,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11M008",1,10,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",4,25,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M012","G11F007",1,1,"Scan","F","M","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M012",1,3,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M004",2,20,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M012","G11M008",1,2,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,12,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11M008",1,20,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F010","G11M004",2,3,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F010","G11F007",4,5,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11M004",4,1,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",2,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11M008",1,15,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F010",1,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F010","G11M004",2,1,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11M008",1,8,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M012","G11M008",4,5,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",4,2,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M008","G11M004",1,5,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11M008",1,20,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F010",1,5,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F010",4,5,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M012","G11M008",2,20,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M008",1,2,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M012",1,5,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M004",1,4,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",4,15,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M012",1,7,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,20,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F011",1,2,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M008",2,3,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11M008",1,3,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",4,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11M012",4,4,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F011",2,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,7,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M012","G11M008",2,5,"Scan","M","M","Male"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M004",4,15,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11F007",4,10,"Scan","F","M","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",2,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11F007",1,20,"Scan","F","M","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F011","G11F007",4,20,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M008",1,2,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M012","G11F003",1,3,"Scan","F","M","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11M004",1,4,"Scan","M","F","Mixed"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F010",1,5,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11F003","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",12,2013-10-29,"08:22:44","G11M004","G11F007",4,20,"Scan","F","M","Mixed"
"Lonely 2",14,2014-07-18,"07:25:23","L2M001","L2M003",2,5,"Scan","M","M","Male"
"Lonely 2",14,2014-07-18,"07:25:23","L3M001","L2M003",2,15,"Scan","M","M","Male"
"Lonely 2",14,2014-07-18,"07:25:23","L2M012","L2M002",3,5,"Scan","M","M","Male"
"Lonely 2",14,2014-07-18,"07:25:23","L2M001","L2M003",1,3,"Scan","M","M","Male"
"Lonely 2",14,2014-07-18,"07:25:23","L2M012","L2M002",3,2,"Scan","M","M","Male"
"Lonely 2",14,2014-07-18,"07:25:23","L3F002","L2F004",2,20,"Scan","F","F","Female"
"Lonely 7",15,2014-07-18,"07:25:23","L7F009","L7F002",3,30,"Scan","F","F","Female"
"Lonely 7",15,2014-07-18,"07:25:23","L7M006","L7F002",3,25,"Scan","F","M","Mixed"
"Lonely 7",15,2014-07-18,"07:25:23","L7F009","L7F002",1,15,"Scan","F","F","Female"
"Lonely 7",15,2014-07-18,"07:25:23","L7F002","L7F007",3,7,"Scan","F","F","Female"
"Lonely 7",15,2014-07-18,"07:25:23","L7M006","L7M011",3,8,"Scan","M","M","Male"
"Lonely 7",15,2014-07-18,"07:25:23","L7M006","L7F007",3,4,"Scan","F","M","Mixed"
"Lonely 7",15,2014-07-18,"07:25:23","L7M006","L7M011",2,15,"Scan","M","M","Male"
"Lonely 7",15,2014-07-18,"07:25:23","L7F007","L7F002",3,15,"Scan","F","F","Female"
"Lonely 7",15,2014-07-18,"07:25:23","L7M006","L7M003",1,5,"Scan","M","M","Male"
"Lonely 7",15,2014-07-18,"07:25:23","L7F007","L7F002",1,10,"Scan","F","F","Female"
"Lonely 7",15,2014-07-18,"07:25:23","L7F007","L7F002",1,12,"Scan","F","F","Female"
"Tinbergen",16,2014-04-04,"07:14:47","TIM002","F1F001",3,7,"Scan","F","M","Mixed"
"Tinbergen",16,2014-04-04,"07:14:47","TIM002","F4M001",3,10,"Scan","M","M","Male"
"Tinbergen",16,2014-04-04,"07:14:47","TIM002","F1F001",3,10,"Scan","F","M","Mixed"
"Tinbergen",16,2014-04-04,"07:14:47","TIM002","F1F001",3,5,"Scan","F","M","Mixed"
"Tinbergen",16,2014-04-04,"07:14:47","TIM002","F4M001",3,1,"Scan","M","M","Male"
"Tinbergen",16,2014-04-04,"07:14:47","F1F001","F4M001",4,3,"Scan","M","F","Mixed"
"Nowak",17,2014-04-04,"07:14:47","NOF001","G6F003",3,2,"Scan","F","F","Female"
"Nowak",17,2014-04-04,"07:14:47","NOF001","G6F003",3,7,"Scan","F","F","Female"
"Nowak",17,2014-04-04,"07:14:47","NOF001","G6F003",3,2,"Scan","F","F","Female"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M008","G1M009",1,12,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,6,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1F014","G1M009",1,6,"Scan","M","F","Mixed"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1F014","G1F010",3,2,"Scan","F","F","Female"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1F014","G1F010",3,2,"Scan","F","F","Female"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",2,3,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,2,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1F010","G1M009",3,5,"Scan","M","F","Mixed"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",2,8,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M008","G1M009",3,30,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,4,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,6,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M008","G1M004",4,10,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M008","G1M009",3,3,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,25,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1F014","G1F015",3,5,"Scan","F","F","Female"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",2,4,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,30,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,20,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,5,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M008","G1F010",2,20,"Scan","F","M","Mixed"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,2,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1M004","G1M009",1,8,"Scan","M","M","Male"
"Gemsbok 1",18,2014-04-04,"07:14:47","G1F014","G1M009",2,2,"Scan","M","F","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F006","G4F002",3,8,"Scan","F","F","Female"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F004","G4M001",1,20,"Scan","M","F","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F002","G4M001",3,4,"Scan","M","F","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F006","G4M001",2,40,"Scan","M","F","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4M001","G4F002",1,5,"Scan","F","M","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F004","G4F002",2,10,"Scan","F","F","Female"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F016","G4F002",1,3,"Scan","F","F","Female"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F004","G4F002",1,8,"Scan","F","F","Female"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F004","G4F002",3,15,"Scan","F","F","Female"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F016","G4M001",1,3,"Scan","M","F","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F006","G4F002",3,8,"Scan","F","F","Female"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F016","G4M007",1,20,"Scan","M","F","Mixed"
"Gemsbok 4",19,2014-04-04,"07:14:47","G4F006","G4M001",3,5,"Scan","M","F","Mixed"
"Tinbergen",20,2014-07-07,"07:22:08","TIM002","F1F001",3,3,"Scan","F","M","Mixed"
"Tinbergen",20,2014-07-07,"07:22:08","TIM002","F1F001",2,2,"Scan","F","M","Mixed"
"Tinbergen",20,2014-07-07,"07:22:08","TIM002","F1F001",2,2,"Scan","F","M","Mixed"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1M009","G1M008",1,5,"Scan","M","M","Male"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1M004","G1M009",3,3,"Scan","M","M","Male"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1F014","G1M008",2,15,"Scan","M","F","Mixed"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1M004","G1F014",4,5,"Scan","F","M","Mixed"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1F014","G1M008",3,15,"Scan","M","F","Mixed"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1M004","G1M009",1,25,"Scan","M","M","Male"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1M004","G1M009",3,13,"Scan","M","M","Male"
"Gemsbok 1",22,2014-07-07,"07:22:08","G1M008","G1M009",3,1,"Scan","M","M","Male"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F004","G4M001",3,3,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4M007","G4M001",1,10,"Scan","M","M","Male"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",3,8,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F002","G4M001",3,10,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F004","G4F003",1,5,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F002","G4M001",3,18,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F004","G4F003",1,12,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F002","G4M007",1,5,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",1,5,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F016","G4F002",3,10,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",3,7,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F004","G4M001",3,15,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F004","G4F003",2,10,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F002","G4M007",1,7,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F006","G4F003",3,3,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F006","G4M007",3,4,"Scan","M","F","Mixed"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F004","G4F003",1,10,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",3,8,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",2,13,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",3,7,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F003","G4F002",3,1,"Scan","F","F","Female"
"Gemsbok 4",23,2014-07-07,"07:22:08","G4F006","G4F004",3,5,"Scan","F","F","Female"
"Tinbergen",24,2014-07-14,"07:02:54","TIM002","F4M001",2,5,"Scan","M","M","Male"
"Tinbergen",24,2014-07-14,"07:02:54","TIM002","F4M001",3,10,"Scan","M","M","Male"
"Tinbergen",24,2014-07-14,"07:02:54","TIM002","F4M001",3,3,"Scan","M","M","Male"
"Tinbergen",24,2014-07-14,"07:02:54","TIM002","F4M001",3,8,"Scan","M","M","Male"
"Tinbergen",24,2014-07-14,"07:02:54","TIM002","F1F001",3,5,"Scan","F","M","Mixed"
"Nowak",25,2014-07-14,"07:02:54","NOF001","G3M007",2,10,"Scan","M","F","Mixed"
"Nowak",25,2014-07-14,"07:02:54","NOF001","G3M007",1,5,"Scan","M","F","Mixed"
"Nowak",25,2014-07-14,"07:02:54","NOF002","G3M007",2,10,"Scan","M","F","Mixed"
"Nowak",25,2014-07-14,"07:02:54","NOM003","G3M007",2,5,"Scan","M","M","Male"
"Nowak",25,2014-07-14,"07:02:54","NOM003","NOF001",2,15,"Scan","F","M","Mixed"
"Nowak",25,2014-07-14,"07:02:54","NOM004","G6F003",1,2,"Scan","F","M","Mixed"
"Nowak",25,2014-07-14,"07:02:54","NOM004","NOF001",3,5,"Scan","F","M","Mixed"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M004","G1M009",2,52,"Scan","M","M","Male"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M017","G1F014",3,5,"Scan","F","M","Mixed"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M008","G1M004",3,25,"Scan","M","M","Male"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M017","G1F014",3,10,"Scan","F","M","Mixed"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M008","G1M004",3,12,"Scan","M","M","Male"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M004","G1M009",1,3,"Scan","M","M","Male"
"Gemsbok 1",26,2014-07-14,"07:02:54","G1M017","G1F014",3,5,"Scan","F","M","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F016","G4F002",1,10,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4M001",1,9,"Scan","M","F","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4F003",1,10,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F006","G4F016",3,5,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4F003",1,10,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F002","G4M001",1,5,"Scan","M","F","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F002","G4M001",1,20,"Scan","M","F","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4F003",1,15,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F016","G4M007",1,5,"Scan","M","F","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4F003",1,20,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4F003",1,10,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4F003",1,15,"Scan","F","F","Female"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F006","G4F016",3,3,"Scan","F","F","Female"
